economy,period,lsci_value
Thailand,2016Q04,211.64272
Timor-Leste,2016Q04,11.66703
Togo,2016Q04,79.5743
Tonga,2016Q04,28.57893
Trinidad and Tobago,2016Q04,59.91902
Tunisia,2016Q04,41.76336
Turkiye,2016Q04,225.73969
Tuvalu,2016Q04,8.7887
Ukraine,2016Q04,59.82543
United Arab Emirates,2016Q04,292.5277
United Kingdom,2016Q04,390.54477
United Republic of Tanzania,2016Q04,54.0588
United States,2016Q04,455.53588
United States Virgin Islands,2016Q04,23.3388
Uruguay,2016Q04,86.86957
Vanuatu,2016Q04,25.56967
Venezuela (Bolivarian Rep. of),2016Q04,56.0557
Viet Nam,2016Q04,279.06298
Wallis and Futuna Islands,2016Q04,8.1761
Yemen,2016Q04,21.13781
Albania,2017Q01,18.77216
Algeria,2017Q01,73.03893
American Samoa,2017Q01,25.40302
Angola,2017Q01,76.40629
Anguilla,2017Q01,18.30922
Antigua and Barbuda,2017Q01,15.52657
Argentina,2017Q01,101.87475
Aruba,2017Q01,23.63009
Australia,2017Q01,148.41386
Bahamas,2017Q01,75.14245
Bahrain,2017Q01,29.65577
Bangladesh,2017Q01,57.6144
Barbados,2017Q01,40.82902
Belgium,2017Q01,406.38675
Belize,2017Q01,29.64727
Benin,2017Q01,55.06244
Bermuda,2017Q01,7.77447
"Bonaire, Sint Eustatius and Saba",2017Q01,11.59534
Brazil,2017Q01,115.79372
British Virgin Islands,2017Q01,20.0379
Brunei Darussalam,2017Q01,26.68258
Bulgaria,2017Q01,25.82156
Cabo Verde,2017Q01,11.86788
Cambodia,2017Q01,35.41979
Cameroon,2017Q01,59.88141
Canada,2017Q01,154.80405
Cayman Islands,2017Q01,6.66556
Chile,2017Q01,97.63718
China,2017Q01,901.94613
"China, Hong Kong SAR",2017Q01,467.65466
"China, Taiwan Province of",2017Q01,335.3479
Christmas Island,2017Q01,4.34381
Colombia,2017Q01,182.41599
Comoros,2017Q01,14.711310000000001
Congo,2017Q01,78.08437
Cook Islands,2017Q01,7.72688
Costa Rica,2017Q01,84.9752
Cote d'Ivoire,2017Q01,76.8848
Croatia,2017Q01,63.52426
Cuba,2017Q01,37.10657
Curacao,2017Q01,23.63009
Cyprus,2017Q01,52.58233
Dem. Rep. of the Congo,2017Q01,24.57441
Denmark,2017Q01,95.04873
Djibouti,2017Q01,84.68638
Dominica,2017Q01,18.22401
Dominican Republic,2017Q01,129.38969
Ecuador,2017Q01,102.69272
Egypt,2017Q01,228.82163
El Salvador,2017Q01,30.27174
Equatorial Guinea,2017Q01,32.53398
Eritrea,2017Q01,5.48618
Estonia,2017Q01,37.07997
Faroe Islands,2017Q01,13.75554
Fiji,2017Q01,41.01771
Finland,2017Q01,83.06223
France,2017Q01,279.85255
French Guiana,2017Q01,16.76838
French Polynesia,2017Q01,39.80584
Gabon,2017Q01,42.92614
Gambia,2017Q01,21.4155
Georgia,2017Q01,19.85377
Germany,2017Q01,381.03587
Ghana,2017Q01,80.02644
Gibraltar,2017Q01,7.0053
Greece,2017Q01,142.05999
Greenland,2017Q01,5.51525
Grenada,2017Q01,23.03607
Guadeloupe,2017Q01,45.52582
Guam,2017Q01,26.78003
Guatemala,2017Q01,99.17459
Guinea,2017Q01,36.01104
Guinea-Bissau,2017Q01,10.05802
Guyana,2017Q01,39.14632
Haiti,2017Q01,42.54641
Honduras,2017Q01,70.38418
Iceland,2017Q01,17.09093
India,2017Q01,254.63697
Indonesia,2017Q01,206.8682
Iran (Islamic Republic of),2017Q01,103.47519
Iraq,2017Q01,53.11523
Ireland,2017Q01,51.27741
Israel,2017Q01,114.0399
Italy,2017Q01,292.04667
Jamaica,2017Q01,101.87294
Japan,2017Q01,401.10104
Jordan,2017Q01,66.26458
Kenya,2017Q01,58.12423
Kiribati,2017Q01,14.98733
Kuwait,2017Q01,26.37643
Latvia,2017Q01,26.73391
Lebanon,2017Q01,92.22425
Liberia,2017Q01,19.47519
Libya,2017Q01,47.67463
Lithuania,2017Q01,35.1519
Madagascar,2017Q01,34.64502
Malaysia,2017Q01,471.55296
Maldives,2017Q01,18.2124
Malta,2017Q01,135.55872
Marshall Islands,2017Q01,19.96672
Martinique,2017Q01,32.71449
Mauritania,2017Q01,26.32241
Mauritius,2017Q01,72.08589
Mayotte,2017Q01,21.2791
Mexico,2017Q01,160.3134
Micronesia (Federated States of),2017Q01,8.05059
Montenegro,2017Q01,12.08602
Montserrat,2017Q01,14.00063
Morocco,2017Q01,210.04801
Mozambique,2017Q01,36.91685
Myanmar,2017Q01,45.38236
Namibia,2017Q01,47.20738
Nauru,2017Q01,4.5298
Netherlands (Kingdom of the),2017Q01,391.13811
Netherlands Antilles,2017Q01,
New Caledonia,2017Q01,45.2996
New Zealand,2017Q01,104.69762
Nicaragua,2017Q01,24.72316
Nigeria,2017Q01,92.10313
Norfolk Island,2017Q01,3.9019500000000003
Northern Mariana Islands,2017Q01,23.10224
Norway,2017Q01,53.87179
Oman,2017Q01,138.31177
Pakistan,2017Q01,115.53411
Palau,2017Q01,9.23122
Panama,2017Q01,195.39887
Papua New Guinea,2017Q01,47.82458
Paraguay,2017Q01,4.45241
Peru,2017Q01,117.43689
Philippines,2017Q01,170.93578
Poland,2017Q01,105.09918
Portugal,2017Q01,164.52902
Puerto Rico,2017Q01,44.7189
Qatar,2017Q01,53.47496
Republic of Korea,2017Q01,528.1223
Republic of Moldova,2017Q01,3.64656
Reunion,2017Q01,59.9069
Romania,2017Q01,62.19314
Russian Federation,2017Q01,210.3741
Saint Kitts and Nevis,2017Q01,23.23132
Saint Lucia,2017Q01,27.52064
Saint Vincent and the Grenadines,2017Q01,32.15095
Samoa,2017Q01,24.20286
Sao Tome and Principe,2017Q01,14.75554
Saudi Arabia,2017Q01,198.18932
Senegal,2017Q01,56.70455
Serbia and Montenegro,2017Q01,
Seychelles,2017Q01,22.48581
Sierra Leone,2017Q01,22.95082
Singapore,2017Q01,537.83916
Sint Maarten (Dutch part),2017Q01,44.31943
Slovenia,2017Q01,75.0455
Solomon Islands,2017Q01,32.54665
Somalia,2017Q01,29.012
South Africa,2017Q01,123.30329
Spain,2017Q01,380.23915
Sri Lanka,2017Q01,220.43809
Sudan,2017Q01,34.04532
Sudan (...2011),2017Q01,
Suriname,2017Q01,35.51516
Sweden,2017Q01,154.98153
Syrian Arab Republic,2017Q01,37.1689
Thailand,2017Q01,207.39142
Timor-Leste,2017Q01,11.681750000000001
Togo,2017Q01,76.52715
Tonga,2017Q01,28.66225
Trinidad and Tobago,2017Q01,59.88319
Tunisia,2017Q01,41.29646
Turkiye,2017Q01,227.96691
Tuvalu,2017Q01,5.49426
Ukraine,2017Q01,63.94783
United Arab Emirates,2017Q01,289.71065
United Kingdom,2017Q01,401.51645
United Republic of Tanzania,2017Q01,49.7431
United States,2017Q01,469.29516
United States Virgin Islands,2017Q01,23.3388
Uruguay,2017Q01,84.01149
Vanuatu,2017Q01,24.2489
Venezuela (Bolivarian Rep. of),2017Q01,54.48845
Viet Nam,2017Q01,276.31251
Wallis and Futuna Islands,2017Q01,5.49426
Yemen,2017Q01,21.16567
Albania,2017Q02,16.56839
Algeria,2017Q02,68.12938
American Samoa,2017Q02,25.40302
Angola,2017Q02,69.74157
Anguilla,2017Q02,18.30922
Antigua and Barbuda,2017Q02,15.52657
Argentina,2017Q02,105.00183
Aruba,2017Q02,23.63009
Australia,2017Q02,142.96498
Bahamas,2017Q02,79.27226
Bahrain,2017Q02,57.99025
Bangladesh,2017Q02,59.91345
Barbados,2017Q02,40.82902
Belgium,2017Q02,411.04372
Belize,2017Q02,29.64727
Benin,2017Q02,57.18742
Bermuda,2017Q02,7.77447
"Bonaire, Sint Eustatius and Saba",2017Q02,11.59534
Brazil,2017Q02,117.9073
British Virgin Islands,2017Q02,20.0379
Brunei Darussalam,2017Q02,23.78244
Bulgaria,2017Q02,25.91369
Cabo Verde,2017Q02,11.95231
Cambodia,2017Q02,36.59731
Cameroon,2017Q02,57.3857
Canada,2017Q02,162.36647
Cayman Islands,2017Q02,6.66556
Chile,2017Q02,98.2772
China,2017Q02,917.79455
"China, Hong Kong SAR",2017Q02,461.35628
"China, Taiwan Province of",2017Q02,337.15458
Christmas Island,2017Q02,4.34381
Colombia,2017Q02,178.18641
Comoros,2017Q02,14.71861
Congo,2017Q02,77.46797
Cook Islands,2017Q02,7.72688
Costa Rica,2017Q02,85.99673
Cote d'Ivoire,2017Q02,71.19631
Croatia,2017Q02,67.37074
Cuba,2017Q02,34.15331
Curacao,2017Q02,23.63009
Cyprus,2017Q02,43.96737
Dem. Rep. of the Congo,2017Q02,23.78364
Denmark,2017Q02,95.11896
Djibouti,2017Q02,76.76681
Dominica,2017Q02,18.22401
Dominican Republic,2017Q02,125.92859
Ecuador,2017Q02,98.43117
Egypt,2017Q02,214.02636
El Salvador,2017Q02,30.27174
Equatorial Guinea,2017Q02,32.53871
Eritrea,2017Q02,5.48618
Estonia,2017Q02,38.22361
Faroe Islands,2017Q02,14.85384
Fiji,2017Q02,43.66512
Finland,2017Q02,81.89088
France,2017Q02,283.36983
French Guiana,2017Q02,16.76838
French Polynesia,2017Q02,39.83123
Gabon,2017Q02,43.62729
Gambia,2017Q02,18.67351
Georgia,2017Q02,20.23292
Germany,2017Q02,374.29308
Ghana,2017Q02,76.20866
Gibraltar,2017Q02,7.0053
Greece,2017Q02,149.006
Greenland,2017Q02,5.51525
Grenada,2017Q02,23.03607
Guadeloupe,2017Q02,45.46355
Guam,2017Q02,26.78115
Guatemala,2017Q02,94.93663
Guinea,2017Q02,38.33805
Guinea-Bissau,2017Q02,18.32664
Guyana,2017Q02,42.768
Haiti,2017Q02,40.19306
Honduras,2017Q02,69.8537
Iceland,2017Q02,18.64718
India,2017Q02,251.28307
Indonesia,2017Q02,220.83692
Iran (Islamic Republic of),2017Q02,107.14505
Iraq,2017Q02,56.27419
Ireland,2017Q02,52.57014
Israel,2017Q02,118.08895
Italy,2017Q02,289.6598
Jamaica,2017Q02,100.11527
Japan,2017Q02,390.16103
Jordan,2017Q02,60.42738
Kenya,2017Q02,57.45252
Kiribati,2017Q02,14.98733
Kuwait,2017Q02,26.35055
Latvia,2017Q02,26.74254
Lebanon,2017Q02,97.94658
Liberia,2017Q02,19.49542
Libya,2017Q02,52.60294
Lithuania,2017Q02,37.18332
Madagascar,2017Q02,29.03747
Malaysia,2017Q02,463.0681
Maldives,2017Q02,7.8776
Malta,2017Q02,141.26796
Marshall Islands,2017Q02,23.95917
Martinique,2017Q02,32.65223
Mauritania,2017Q02,23.89053
Mauritius,2017Q02,70.51102
Mayotte,2017Q02,20.39365
Mexico,2017Q02,160.36296
Micronesia (Federated States of),2017Q02,8.05059
Montenegro,2017Q02,12.95003
Montserrat,2017Q02,14.00063
Morocco,2017Q02,218.68859
Mozambique,2017Q02,35.56751
Myanmar,2017Q02,44.3569
Namibia,2017Q02,44.14665
Nauru,2017Q02,4.5298
Netherlands (Kingdom of the),2017Q02,395.89308
Netherlands Antilles,2017Q02,
New Caledonia,2017Q02,48.50327
New Zealand,2017Q02,106.88101
Nicaragua,2017Q02,24.72316
Nigeria,2017Q02,92.04901
Norfolk Island,2017Q02,3.9019500000000003
Northern Mariana Islands,2017Q02,23.10336
Norway,2017Q02,46.90793
Oman,2017Q02,141.73782
Pakistan,2017Q02,115.15866
Palau,2017Q02,9.26826
Panama,2017Q02,188.30751
Papua New Guinea,2017Q02,48.56234
Paraguay,2017Q02,4.45241
Peru,2017Q02,112.87213
Philippines,2017Q02,169.5992
Poland,2017Q02,109.57347
Portugal,2017Q02,159.74644
Puerto Rico,2017Q02,44.7189
Qatar,2017Q02,58.29863
Republic of Korea,2017Q02,536.44094
Republic of Moldova,2017Q02,3.64656
Reunion,2017Q02,57.01325
Romania,2017Q02,71.25988
Russian Federation,2017Q02,208.04247
Saint Kitts and Nevis,2017Q02,23.23132
Saint Lucia,2017Q02,27.52064
Saint Vincent and the Grenadines,2017Q02,32.15095
Samoa,2017Q02,24.20286
Sao Tome and Principe,2017Q02,14.75554
Saudi Arabia,2017Q02,207.79565
Senegal,2017Q02,58.67112
Serbia and Montenegro,2017Q02,
Seychelles,2017Q02,21.78469
Sierra Leone,2017Q02,22.97105
Singapore,2017Q02,557.06713
Sint Maarten (Dutch part),2017Q02,43.85675
Slovenia,2017Q02,78.68791
Solomon Islands,2017Q02,35.78419
Somalia,2017Q02,30.87967
South Africa,2017Q02,125.3331
Spain,2017Q02,378.90534
Sri Lanka,2017Q02,209.87311
Sudan,2017Q02,45.97247
Sudan (...2011),2017Q02,
Suriname,2017Q02,39.13684
Sweden,2017Q02,147.09949
Syrian Arab Republic,2017Q02,24.10502
Thailand,2017Q02,206.19773
Timor-Leste,2017Q02,11.2689
Togo,2017Q02,74.56292
Tonga,2017Q02,28.66225
Trinidad and Tobago,2017Q02,59.88319
Tunisia,2017Q02,43.7302
Turkiye,2017Q02,227.14735
Tuvalu,2017Q02,5.49426
Ukraine,2017Q02,70.72093
United Arab Emirates,2017Q02,288.51896
United Kingdom,2017Q02,400.63123
United Republic of Tanzania,2017Q02,49.17176
United States,2017Q02,471.22663
United States Virgin Islands,2017Q02,23.3388
Uruguay,2017Q02,85.56
Vanuatu,2017Q02,24.2489
Venezuela (Bolivarian Rep. of),2017Q02,48.64514
Viet Nam,2017Q02,274.92172
Wallis and Futuna Islands,2017Q02,5.49426
Yemen,2017Q02,20.66076
Albania,2017Q03,14.98006
Algeria,2017Q03,68.57312
American Samoa,2017Q03,25.6034
Angola,2017Q03,68.8599
Anguilla,2017Q03,18.30922
Antigua and Barbuda,2017Q03,19.03295
Argentina,2017Q03,105.00376
Aruba,2017Q03,24.30753
Australia,2017Q03,147.40241
Bahamas,2017Q03,75.82057
Bahrain,2017Q03,51.55861
Bangladesh,2017Q03,56.26462
Barbados,2017Q03,34.90521
Belgium,2017Q03,398.56317
Belize,2017Q03,28.30031
Benin,2017Q03,57.01364
Bermuda,2017Q03,7.77447
"Bonaire, Sint Eustatius and Saba",2017Q03,11.59534
Brazil,2017Q03,120.20375
British Virgin Islands,2017Q03,22.86683
Brunei Darussalam,2017Q03,21.41144
Bulgaria,2017Q03,25.04455
Cabo Verde,2017Q03,11.95302
Cambodia,2017Q03,34.76169
Cameroon,2017Q03,55.74719
Canada,2017Q03,161.34758
Cayman Islands,2017Q03,6.66556
Chile,2017Q03,100.17903
China,2017Q03,945.04927
"China, Hong Kong SAR",2017Q03,461.12373
"China, Taiwan Province of",2017Q03,337.62929
Christmas Island,2017Q03,4.34381
Colombia,2017Q03,179.36679
Comoros,2017Q03,14.69565
Congo,2017Q03,76.83501
Cook Islands,2017Q03,7.72688
Costa Rica,2017Q03,88.12901
Cote d'Ivoire,2017Q03,69.51797
Croatia,2017Q03,64.08324
Cuba,2017Q03,34.15331
Curacao,2017Q03,24.30753
Cyprus,2017Q03,48.03977
Dem. Rep. of the Congo,2017Q03,24.56708
Denmark,2017Q03,96.65138
Djibouti,2017Q03,79.5167
Dominica,2017Q03,18.22401
Dominican Republic,2017Q03,135.39845
Ecuador,2017Q03,101.01338
Egypt,2017Q03,209.62598
El Salvador,2017Q03,33.83007
Equatorial Guinea,2017Q03,32.44232
Eritrea,2017Q03,5.48618
Estonia,2017Q03,34.46029
Faroe Islands,2017Q03,14.85384
Fiji,2017Q03,43.06158
Finland,2017Q03,84.19966
France,2017Q03,291.96581
French Guiana,2017Q03,16.76838
French Polynesia,2017Q03,40.72699
Gabon,2017Q03,43.5605
Gambia,2017Q03,20.78595
Georgia,2017Q03,20.71772
Germany,2017Q03,367.31526
Ghana,2017Q03,81.23436
Gibraltar,2017Q03,7.0053
Greece,2017Q03,177.29485
Greenland,2017Q03,5.51694
Grenada,2017Q03,24.61515
Guadeloupe,2017Q03,46.13579
Guam,2017Q03,26.78115
Guatemala,2017Q03,94.75731
Guinea,2017Q03,35.09101
Guinea-Bissau,2017Q03,16.71563
Guyana,2017Q03,45.78876
Haiti,2017Q03,28.88587
Honduras,2017Q03,65.07553
Iceland,2017Q03,21.55594
India,2017Q03,256.47411
Indonesia,2017Q03,231.3007
Iran (Islamic Republic of),2017Q03,105.63162
Iraq,2017Q03,61.3425
Ireland,2017Q03,53.18483
Israel,2017Q03,111.42764
Italy,2017Q03,284.69541
Jamaica,2017Q03,98.66199
Japan,2017Q03,394.94788
Jordan,2017Q03,65.67682
Kenya,2017Q03,56.47753
Kiribati,2017Q03,14.98733
Kuwait,2017Q03,27.9722
Latvia,2017Q03,28.43077
Lebanon,2017Q03,94.28967
Liberia,2017Q03,23.31099
Libya,2017Q03,50.92694
Lithuania,2017Q03,41.56005
Madagascar,2017Q03,28.89485
Malaysia,2017Q03,453.50044
Maldives,2017Q03,7.8776
Malta,2017Q03,138.48883
Marshall Islands,2017Q03,23.95917
Martinique,2017Q03,32.64702
Mauritania,2017Q03,26.98777
Mauritius,2017Q03,65.88626
Mayotte,2017Q03,19.57204
Mexico,2017Q03,166.01736
Micronesia (Federated States of),2017Q03,8.05059
Montenegro,2017Q03,10.96194
Montserrat,2017Q03,14.00063
Morocco,2017Q03,233.78322
Mozambique,2017Q03,35.55354
Myanmar,2017Q03,44.71914
Namibia,2017Q03,42.75939
Nauru,2017Q03,4.5298
Netherlands (Kingdom of the),2017Q03,399.6701
Netherlands Antilles,2017Q03,
New Caledonia,2017Q03,48.50863
New Zealand,2017Q03,103.52351
Nicaragua,2017Q03,28.97136
Nigeria,2017Q03,82.60927
Norfolk Island,2017Q03,3.9019500000000003
Northern Mariana Islands,2017Q03,23.10336
Norway,2017Q03,49.84317
Oman,2017Q03,146.91699
Pakistan,2017Q03,122.08212
Palau,2017Q03,9.26826
Panama,2017Q03,193.25148
Papua New Guinea,2017Q03,48.92017
Paraguay,2017Q03,4.45241
Peru,2017Q03,114.14114
Philippines,2017Q03,173.59928
Poland,2017Q03,109.83765
Portugal,2017Q03,158.24745
Puerto Rico,2017Q03,49.96142
Qatar,2017Q03,21.56375
Republic of Korea,2017Q03,542.20245
Republic of Moldova,2017Q03,3.64656
Reunion,2017Q03,55.7133
Romania,2017Q03,63.57144
Russian Federation,2017Q03,202.85185
Saint Kitts and Nevis,2017Q03,26.06025
Saint Lucia,2017Q03,24.14868
Saint Vincent and the Grenadines,2017Q03,26.52464
Samoa,2017Q03,24.40324
Sao Tome and Principe,2017Q03,14.75554
Saudi Arabia,2017Q03,208.97992
Senegal,2017Q03,57.24377
Serbia and Montenegro,2017Q03,
Seychelles,2017Q03,20.93937
Sierra Leone,2017Q03,24.89408
Singapore,2017Q03,568.7875
Sint Maarten (Dutch part),2017Q03,44.87593
Slovenia,2017Q03,75.40951
Solomon Islands,2017Q03,35.77915
Somalia,2017Q03,32.27264
South Africa,2017Q03,121.93134
Spain,2017Q03,377.13134
Sri Lanka,2017Q03,208.69706
Sudan,2017Q03,45.15749
Sudan (...2011),2017Q03,
Suriname,2017Q03,40.80271
Sweden,2017Q03,146.56833
Syrian Arab Republic,2017Q03,29.86144
Thailand,2017Q03,209.62642
Timor-Leste,2017Q03,11.2689
Togo,2017Q03,76.96829
Tonga,2017Q03,28.04972
Trinidad and Tobago,2017Q03,58.64805
Tunisia,2017Q03,44.27022
Turkiye,2017Q03,230.55968
Tuvalu,2017Q03,5.49426
Ukraine,2017Q03,69.87126
United Arab Emirates,2017Q03,285.68781
United Kingdom,2017Q03,403.74019
United Republic of Tanzania,2017Q03,49.76907
United States,2017Q03,469.72377
United States Virgin Islands,2017Q03,21.53441
Uruguay,2017Q03,85.61964
Vanuatu,2017Q03,24.2489
Venezuela (Bolivarian Rep. of),2017Q03,47.07446
Viet Nam,2017Q03,292.5483
Wallis and Futuna Islands,2017Q03,5.49426
Yemen,2017Q03,19.50487
Albania,2017Q04,14.30745
Algeria,2017Q04,71.26555
American Samoa,2017Q04,25.6034
Angola,2017Q04,70.47853
Anguilla,2017Q04,18.30238
Antigua and Barbuda,2017Q04,19.03295
Argentina,2017Q04,105.04395
Aruba,2017Q04,30.64955
Australia,2017Q04,145.20845
Bahamas,2017Q04,75.80317
Bahrain,2017Q04,51.64087
Bangladesh,2017Q04,56.26006
Barbados,2017Q04,36.05645
Belgium,2017Q04,368.65713
Belize,2017Q04,28.30031
Benin,2017Q04,62.25882
Bermuda,2017Q04,7.77447
"Bonaire, Sint Eustatius and Saba",2017Q04,11.59534
Brazil,2017Q04,120.34494
British Virgin Islands,2017Q04,22.85999
Brunei Darussalam,2017Q04,21.11978
Bulgaria,2017Q04,25.08572
Cabo Verde,2017Q04,19.62355
Cambodia,2017Q04,31.60976
Cameroon,2017Q04,52.50133
Canada,2017Q04,163.10095
Cayman Islands,2017Q04,6.66556
Chile,2017Q04,100.34
China,2017Q04,951.75646
"China, Hong Kong SAR",2017Q04,469.29558
"China, Taiwan Province of",2017Q04,344.9748
Christmas Island,2017Q04,4.34381
Colombia,2017Q04,179.60023
Comoros,2017Q04,15.47331
Congo,2017Q04,73.83625
Cook Islands,2017Q04,7.72688
Costa Rica,2017Q04,89.50056
Cote d'Ivoire,2017Q04,66.68901
Croatia,2017Q04,63.43737
Cuba,2017Q04,33.99357
Curacao,2017Q04,30.64955
Cyprus,2017Q04,48.13476
Dem. Rep. of the Congo,2017Q04,22.01551
Denmark,2017Q04,101.12867
Djibouti,2017Q04,81.99928
Dominica,2017Q04,18.21717
Dominican Republic,2017Q04,136.95493
Ecuador,2017Q04,101.40714
Egypt,2017Q04,216.13211
El Salvador,2017Q04,33.83007
Equatorial Guinea,2017Q04,32.73991
Eritrea,2017Q04,5.48618
Estonia,2017Q04,33.70739
Faroe Islands,2017Q04,14.90433
Fiji,2017Q04,42.91043
Finland,2017Q04,85.84174
France,2017Q04,295.38162
French Guiana,2017Q04,18.12277
French Polynesia,2017Q04,38.28729
Gabon,2017Q04,41.17777
Gambia,2017Q04,20.83703
Georgia,2017Q04,20.74677
Germany,2017Q04,371.43292
Ghana,2017Q04,74.49367
Gibraltar,2017Q04,7.0053
Greece,2017Q04,171.1082
Greenland,2017Q04,5.51694
Grenada,2017Q04,21.63334
Guadeloupe,2017Q04,46.10375
Guam,2017Q04,22.17861
Guatemala,2017Q04,96.15059
Guinea,2017Q04,39.69208
Guinea-Bissau,2017Q04,10.19065
Guyana,2017Q04,46.93515
Haiti,2017Q04,31.10666
Honduras,2017Q04,66.45651
Iceland,2017Q04,21.60643
India,2017Q04,253.29591
Indonesia,2017Q04,237.15674
Iran (Islamic Republic of),2017Q04,102.58669
Iraq,2017Q04,63.53512
Ireland,2017Q04,53.25035
Israel,2017Q04,110.25487
Italy,2017Q04,288.85262
Jamaica,2017Q04,104.18198
Japan,2017Q04,400.51048
Jordan,2017Q04,67.61443
Kenya,2017Q04,57.93607
Kiribati,2017Q04,15.04323
Kuwait,2017Q04,36.51911
Latvia,2017Q04,27.55125
Lebanon,2017Q04,98.02842
Liberia,2017Q04,22.45683
Libya,2017Q04,58.22278
Lithuania,2017Q04,45.19765
Madagascar,2017Q04,33.70124
Malaysia,2017Q04,463.98358
Maldives,2017Q04,18.0304
Malta,2017Q04,143.90866
Marshall Islands,2017Q04,24.01506
Martinique,2017Q04,36.30323
Mauritania,2017Q04,36.42339
Mauritius,2017Q04,65.28025
Mayotte,2017Q04,22.83399
Mexico,2017Q04,165.26495
Micronesia (Federated States of),2017Q04,8.05059
Montenegro,2017Q04,10.41491
Montserrat,2017Q04,13.993780000000001
Morocco,2017Q04,233.37734
Mozambique,2017Q04,38.929
Myanmar,2017Q04,45.4323
Namibia,2017Q04,50.28845
Nauru,2017Q04,4.32275
Netherlands (Kingdom of the),2017Q04,398.03512
Netherlands Antilles,2017Q04,
New Caledonia,2017Q04,42.31058
New Zealand,2017Q04,101.39758
Nicaragua,2017Q04,28.97136
Nigeria,2017Q04,80.58101
Norfolk Island,2017Q04,5.04836
Northern Mariana Islands,2017Q04,17.61273
Norway,2017Q04,48.91601
Oman,2017Q04,155.06823
Pakistan,2017Q04,119.81001
Palau,2017Q04,9.26826
Panama,2017Q04,190.05679
Papua New Guinea,2017Q04,46.9487
Paraguay,2017Q04,4.45241
Peru,2017Q04,115.37162
Philippines,2017Q04,168.98997
Poland,2017Q04,114.87877
Portugal,2017Q04,165.551
Puerto Rico,2017Q04,46.77919
Qatar,2017Q04,63.83395
Republic of Korea,2017Q04,543.28888
Republic of Moldova,2017Q04,3.64656
Reunion,2017Q04,58.89162
Romania,2017Q04,65.19793
Russian Federation,2017Q04,209.31556
Saint Kitts and Nevis,2017Q04,26.05341
Saint Lucia,2017Q04,25.30675
Saint Vincent and the Grenadines,2017Q04,26.5178
Samoa,2017Q04,24.40324
Sao Tome and Principe,2017Q04,13.38474
Saudi Arabia,2017Q04,211.44
Senegal,2017Q04,61.82131
Serbia and Montenegro,2017Q04,
Seychelles,2017Q04,21.64582
Sierra Leone,2017Q04,25.95771
Singapore,2017Q04,581.74175
Sint Maarten (Dutch part),2017Q04,46.19371
Slovenia,2017Q04,71.61079
Solomon Islands,2017Q04,33.60063
Somalia,2017Q04,35.33424
South Africa,2017Q04,126.37276
Spain,2017Q04,384.18656
Sri Lanka,2017Q04,217.04564
Sudan,2017Q04,39.39783
Sudan (...2011),2017Q04,
Suriname,2017Q04,39.6538
Sweden,2017Q04,128.94246
Syrian Arab Republic,2017Q04,33.37155
Thailand,2017Q04,217.38007
Timor-Leste,2017Q04,11.2689
Togo,2017Q04,83.9284
Tonga,2017Q04,28.04972
Trinidad and Tobago,2017Q04,64.37674
Tunisia,2017Q04,42.67202
Turkiye,2017Q04,238.44819
Tuvalu,2017Q04,5.55015
Ukraine,2017Q04,71.40935
United Arab Emirates,2017Q04,287.45866
United Kingdom,2017Q04,397.64456
United Republic of Tanzania,2017Q04,51.01046
United States,2017Q04,469.74185
United States Virgin Islands,2017Q04,21.53441
Uruguay,2017Q04,88.48091
Vanuatu,2017Q04,22.89401
Venezuela (Bolivarian Rep. of),2017Q04,49.44248
Viet Nam,2017Q04,298.44988
Wallis and Futuna Islands,2017Q04,5.55015
Yemen,2017Q04,19.86863
Albania,2018Q01,14.29074
Algeria,2018Q01,71.06434
American Samoa,2018Q01,25.86267
Angola,2018Q01,69.4655
Anguilla,2018Q01,18.30238
Antigua and Barbuda,2018Q01,19.03295
Argentina,2018Q01,105.25437
Aruba,2018Q01,30.65755
Australia,2018Q01,142.53673
Bahamas,2018Q01,72.57053
Bahrain,2018Q01,51.39955
Bangladesh,2018Q01,64.02555
Barbados,2018Q01,36.75846
Belgium,2018Q01,377.65766
Belize,2018Q01,28.30031
Benin,2018Q01,63.69386
Bermuda,2018Q01,7.77447
"Bonaire, Sint Eustatius and Saba",2018Q01,11.59534
Brazil,2018Q01,120.00931
British Virgin Islands,2018Q01,22.85999
Brunei Darussalam,2018Q01,18.89006
Bulgaria,2018Q01,25.41746
Cabo Verde,2018Q01,19.69286
Cambodia,2018Q01,29.43796
Cameroon,2018Q01,55.07911
Canada,2018Q01,160.1911
Cayman Islands,2018Q01,6.66556
Chile,2018Q01,100.65053
China,2018Q01,965.65666
"China, Hong Kong SAR",2018Q01,473.64018
"China, Taiwan Province of",2018Q01,347.4599
Christmas Island,2018Q01,4.34381
Colombia,2018Q01,180.71341
Comoros,2018Q01,15.47331
Congo,2018Q01,70.895
Cook Islands,2018Q01,7.72688
