Quarter,Quarter Label,Economy,Economy Label,Index (Average Q1 2023 = 100),Index (Average Q1 2023 = 100) Footnote,Index (Average Q1 2023 = 100) Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value,Ranking per quarter,Ranking per quarter Footnote,Ranking per quarter Missing value
2021Q02,"Q2 2021",586,"Pakistan",130.46555,,,8.7923,,,-0.4815,,,36,,
2021Q02,"Q2 2021",585,"Palau",7.55837,,,0,,,0,,,171,,
2021Q02,"Q2 2021",591,"Panama",192.4217,,,-0.2986,,,-0.5438,,,26,,
2021Q02,"Q2 2021",598,"Papua New Guinea",46.13665,,,4.0903,,,0.2001,,,91,,
2021Q02,"Q2 2021",600,"Paraguay",8.75532,,,0,,,0,,,168,,
2021Q02,"Q2 2021",604,"Peru",114.34889,,,-4.7459,,,-1.008,,,43,,
2021Q02,"Q2 2021",608,"Philippines",150.18775,,,-8.2808,,,1.9219,,,33,,
2021Q02,"Q2 2021",616,"Poland",124.32118,,,-3.2547,,,-1.1415,,,38,,
2021Q02,"Q2 2021",620,"Portugal",160.34501,,,9.0424,,,-0.6252,,,31,,
2021Q02,"Q2 2021",630,"Puerto Rico",49.19875,,,6.2699,,,0.0203,,,86,,
2021Q02,"Q2 2021",634,"Qatar",102.36481,,,3.4777,,,5.7801,,,48,,
2021Q02,"Q2 2021",410,"Republic of Korea",560.25749,,,3.1759,,,1.352,,,3,,
2021Q02,"Q2 2021",498,"Republic of Moldova",3.06634,,,0,,,0,,,178,,
2021Q02,"Q2 2021",638,"Reunion",47.23252,,,2.1963,,,0.0162,,,89,,
2021Q02,"Q2 2021",642,"Romania",61.38719,,,1.768,,,0.1364,,,75,,
2021Q02,"Q2 2021",643,"Russian Federation",174.37589,,,6.1096,,,-2.7317,,,29,,
2021Q02,"Q2 2021",659,"Saint Kitts and Nevis",17.62494,,,-19.6815,,,0,,,147,,
2021Q02,"Q2 2021",662,"Saint Lucia",21.0997,,,-9.9525,,,0.0164,,,137,,
2021Q02,"Q2 2021",670,"Saint Vincent and the Grenadines",25.15499,,,-8.4842,,,0.0137,,,127,,
2021Q02,"Q2 2021",882,"Samoa",32.5647,,,6.8951,,,0,,,109,,
2021Q02,"Q2 2021",678,"Sao Tome and Principe",11.59828,,,-9.1675,,,-9.1675,,,164,,
2021Q02,"Q2 2021",682,"Saudi Arabia",229.37799,,,7.5365,,,1.3963,,,22,,
2021Q02,"Q2 2021",686,"Senegal",52.05269,,,-0.6534,,,-2.7127,,,83,,
2021Q02,"Q2 2021",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q02,"Q2 2021",690,"Seychelles",26.47056,,,-0.7449,,,10.2242,,,123,,
2021Q02,"Q2 2021",694,"Sierra Leone",17.70672,,,-0.8267,,,-1.0763,,,145,,
2021Q02,"Q2 2021",702,"Singapore",582.51348,,,4.1416,,,0.2082,,,2,,
2021Q02,"Q2 2021",534,"Sint Maarten (Dutch part)",40.23784,,,1.3426,,,0,,,97,,
2021Q02,"Q2 2021",705,"Slovenia",67.46461,,,-9.0367,,,0.0185,,,68,,
2021Q02,"Q2 2021",090,"Solomon Islands",30.50116,,,-1.1246,,,0.0039,,,113,,
2021Q02,"Q2 2021",706,"Somalia",31.09614,,,2.266,,,-11.3505,,,112,,
2021Q02,"Q2 2021",710,"South Africa",114.3611,,,0.1627,,,-0.4198,,,42,,
2021Q02,"Q2 2021",724,"Spain",395.88645,,,7.2716,,,3.6643,,,8,,
2021Q02,"Q2 2021",144,"Sri Lanka",245.00603,,,9.2223,,,0.008,,,19,,
2021Q02,"Q2 2021",729,"Sudan",19.23243,,,-22.2933,,,-15.1765,,,141,,
2021Q02,"Q2 2021",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q02,"Q2 2021",740,"Suriname",38.97385,,,-3.938,,,-0.0172,,,98,,
2021Q02,"Q2 2021",752,"Sweden",107.7032,,,3.1073,,,-0.2357,,,46,,
2021Q02,"Q2 2021",760,"Syrian Arab Republic",26.61756,,,-13.7913,,,-11.0218,,,122,,
2021Q02,"Q2 2021",764,"Thailand",238.62696,,,6.7192,,,3.8072,,,20,,
2021Q02,"Q2 2021",626,"Timor-Leste",12.22299,,,8.4665,,,0,,,161,,
2021Q02,"Q2 2021",768,"Togo",88.95036,,,5.4163,,,-1.5404,,,57,,
2021Q02,"Q2 2021",776,"Tonga",29.2072,,,31.0878,,,0,,,116,,
2021Q02,"Q2 2021",780,"Trinidad and Tobago",62.07206,,,-1.9132,,,-0.288,,,73,,
2021Q02,"Q2 2021",788,"Tunisia",29.18936,,,-14.5718,,,5.2461,,,117,,
2021Q02,"Q2 2021",792,"Turkiye",230.75317,,,0.2948,,,-0.2,,,21,,
2021Q02,"Q2 2021",796,"Turks and Caicos Islands",4.12978,,,0,,,0,,,177,,
2021Q02,"Q2 2021",798,"Tuvalu",4.36876,,,-13.4996,,,0,,,175,,
2021Q02,"Q2 2021",804,"Ukraine",74.1174,,,13.4874,,,-2.8564,,,63,,
2021Q02,"Q2 2021",784,"United Arab Emirates",272.13074,,,-2.2933,,,-2.3253,,,15,,
2021Q02,"Q2 2021",826,"United Kingdom",384.78715,,,3.6565,,,-2.73,,,10,,
2021Q02,"Q2 2021",834,"United Republic of Tanzania",47.06985,,,-3.9345,,,-3.0232,,,90,,
2021Q02,"Q2 2021",840,"United States",502.2204,,,4.2011,,,-1.2263,,,4,,
2021Q02,"Q2 2021",850,"United States Virgin Islands",26.97492,,,18.7859,,,0,,,120,,
2021Q02,"Q2 2021",858,"Uruguay",86.34004,,,0.7784,,,1.7945,,,58,,
2021Q02,"Q2 2021",548,"Vanuatu",24.25937,,,3.2593,,,3.301,,,129,,
2021Q02,"Q2 2021",862,"Venezuela (Bolivarian Rep. of)",32.89592,,,-24.9697,,,-13.7763,,,108,,
2021Q02,"Q2 2021",704,"Viet Nam",352.27858,,,5.8429,,,2.0225,,,13,,
2021Q02,"Q2 2021",887,"Yemen",18.24281,,,-11.8768,,,-5.0778,,,143,,
2021Q03,"Q3 2021",008,"Albania",15.02569,,,4.7964,,,3.0273,,,153,,
2021Q03,"Q3 2021",012,"Algeria",64.028,,,-10.3615,,,-0.7236,,,72,,
2021Q03,"Q3 2021",016,"American Samoa",28.31392,,,-1.202,,,-0.2624,,,114,,
2021Q03,"Q3 2021",024,"Angola",56.1338,,,-16.4389,,,0.2635,,,80,,
2021Q03,"Q3 2021",660,"Anguilla",13.99378,,,0,,,0,,,156,,
2021Q03,"Q3 2021",028,"Antigua and Barbuda",18.44563,,,0.103,,,0.1083,,,141,,
2021Q03,"Q3 2021",032,"Argentina",97.83763,,,0.8326,,,-1.6039,,,50,,
2021Q03,"Q3 2021",533,"Aruba",26.54406,,,-7.9453,,,-14.6749,,,118,,
2021Q03,"Q3 2021",036,"Australia",145.14834,,,3.6187,,,-1.6218,,,35,,
2021Q03,"Q3 2021",044,"Bahamas",92.87438,,,20.8652,,,-0.2606,,,53,,
2021Q03,"Q3 2021",048,"Bahrain",45.95073,,,6.239,,,-6.5484,,,91,,
2021Q03,"Q3 2021",050,"Bangladesh",79.81425,,,19.7921,,,3.8904,,,59,,
2021Q03,"Q3 2021",052,"Barbados",32.8206,,,0.0424,,,-8.6683,,,106,,
2021Q03,"Q3 2021",056,"Belgium",359.67154,,,-0.8148,,,-1.2626,,,11,,
2021Q03,"Q3 2021",084,"Belize",21.57696,,,-22.1741,,,-5.7638,,,136,,
2021Q03,"Q3 2021",204,"Benin",65.61452,,,-3.9335,,,-0.5878,,,71,,
2021Q03,"Q3 2021",060,"Bermuda",7.98463,,,0,,,0,,,170,,
2021Q03,"Q3 2021",535,"Bonaire, Sint Eustatius and Saba",9.77637,,,-0.946,,,-0.2451,,,166,,
2021Q03,"Q3 2021",076,"Brazil",119.88334,,,1.6299,,,0.1038,,,40,,
2021Q03,"Q3 2021",092,"British Virgin Islands",17.62494,,,-19.6815,,,0,,,144,,
2021Q03,"Q3 2021",096,"Brunei Darussalam",18.19468,,,-15.703,,,0,,,142,,
2021Q03,"Q3 2021",100,"Bulgaria",21.73501,,,-0.4399,,,-0.1513,,,135,,
2021Q03,"Q3 2021",132,"Cabo Verde",11.63901,,,0,,,0,,,164,,
2021Q03,"Q3 2021",116,"Cambodia",38.3871,,,-8.2934,,,-4.903,,,102,,
2021Q03,"Q3 2021",120,"Cameroon",65.90393,,,-0.1933,,,1.5536,,,70,,
2021Q03,"Q3 2021",124,"Canada",155.27249,,,-0.7565,,,-0.2634,,,32,,
2021Q03,"Q3 2021",136,"Cayman Islands",8.45799,,,-3.7677,,,0,,,169,,
2021Q03,"Q3 2021",152,"Chile",93.08629,,,2.6807,,,0.5451,,,52,,
2021Q03,"Q3 2021",156,"China",1106.75708,,,9.2165,,,1.8187,,,1,,
2021Q03,"Q3 2021",344,"China, Hong Kong SAR",436.21703,,,1.7526,,,-1.2685,,,6,,
2021Q03,"Q3 2021",158,"China, Taiwan Province of",355.48018,,,0.7817,,,-0.3136,,,12,,
2021Q03,"Q3 2021",162,"Christmas Island",4.34381,,,0,,,0,,,176,,
2021Q03,"Q3 2021",170,"Colombia",179.17302,,,0.5952,,,0.2557,,,29,,
2021Q03,"Q3 2021",174,"Comoros",13.97389,,,-16.0001,,,-12.5382,,,158,,
2021Q03,"Q3 2021",178,"Congo",62.04408,,,-18.847,,,0.2402,,,74,,
2021Q03,"Q3 2021",184,"Cook Islands",9.32138,,,-3.5965,,,0,,,167,,
2021Q03,"Q3 2021",188,"Costa Rica",88.71844,,,-6.5145,,,-4.8417,,,57,,
2021Q03,"Q3 2021",384,"Cote d'Ivoire",69.45628,,,-3.3714,,,-2.0402,,,66,,
2021Q03,"Q3 2021",191,"Croatia",60.93767,,,-5.7909,,,0.1567,,,75,,
2021Q03,"Q3 2021",192,"Cuba",24.66687,,,-3.3744,,,3.0871,,,126,,
2021Q03,"Q3 2021",531,"Curacao",26.54406,,,-7.9453,,,-14.6749,,,118,,
2021Q03,"Q3 2021",196,"Cyprus",47.15251,,,-12.5495,,,-2.2853,,,89,,
2021Q03,"Q3 2021",180,"Dem. Rep. of the Congo",20.37273,,,-8.0401,,,3.6164,,,140,,
2021Q03,"Q3 2021",208,"Denmark",89.15008,,,-6.6584,,,-4.1723,,,56,,
2021Q03,"Q3 2021",262,"Djibouti",77.08708,,,3.7139,,,5.3073,,,61,,
2021Q03,"Q3 2021",212,"Dominica",25.36889,,,0.0042,,,0,,,122,,
2021Q03,"Q3 2021",214,"Dominican Republic",128.70233,,,6.4548,,,3.4981,,,36,,
2021Q03,"Q3 2021",218,"Ecuador",106.72335,,,-4.3959,,,-0.3429,,,47,,
2021Q03,"Q3 2021",818,"Egypt",205.28636,,,-3.5133,,,-1.2208,,,24,,
2021Q03,"Q3 2021",222,"El Salvador",24.60941,,,-7.2492,,,-2.2503,,,127,,
2021Q03,"Q3 2021",226,"Equatorial Guinea",36.87299,,,3.7804,,,2.6439,,,104,,
2021Q03,"Q3 2021",232,"Eritrea",6.41427,,,-33.3529,,,0,,,173,,
2021Q03,"Q3 2021",233,"Estonia",38.82527,,,32.7138,,,3.2081,,,100,,
2021Q03,"Q3 2021",234,"Faroe Islands",17.02247,,,48.2942,,,0,,,146,,
2021Q03,"Q3 2021",242,"Fiji",38.70435,,,2.0607,,,-0.1921,,,101,,
2021Q03,"Q3 2021",246,"Finland",70.17192,,,4.6635,,,1.6635,,,64,,
2021Q03,"Q3 2021",250,"France",261.7383,,,-3.7994,,,-3.511,,,18,,
2021Q03,"Q3 2021",254,"French Guiana",16.52811,,,0,,,0,,,148,,
2021Q03,"Q3 2021",258,"French Polynesia",43.75902,,,6.8847,,,5.7765,,,95,,
2021Q03,"Q3 2021",266,"Gabon",35.06764,,,-0.454,,,2.4145,,,105,,
2021Q03,"Q3 2021",270,"Gambia",13.3166,,,-10.4522,,,-10.7768,,,160,,
2021Q03,"Q3 2021",268,"Georgia",17.83064,,,-3.3268,,,-9.0176,,,143,,
2021Q03,"Q3 2021",276,"Germany",341.8632,,,2.6809,,,1.2263,,,14,,
2021Q03,"Q3 2021",288,"Ghana",97.89019,,,-8.874,,,-4.3193,,,49,,
2021Q03,"Q3 2021",292,"Gibraltar",6.70271,,,,,"No value reported or collected",-0.2131,,,172,,
2021Q03,"Q3 2021",300,"Greece",189.7588,,,4.0637,,,2.2744,,,27,,
2021Q03,"Q3 2021",304,"Greenland",11.63967,,,-1.3405,,,0,,,163,,
2021Q03,"Q3 2021",308,"Grenada",24.79183,,,0.0511,,,0.0106,,,125,,
2021Q03,"Q3 2021",312,"Guadeloupe",51.41365,,,0.1769,,,-1.32,,,84,,
2021Q03,"Q3 2021",316,"Guam",22.80046,,,0.2498,,,0.2,,,133,,
2021Q03,"Q3 2021",320,"Guatemala",107.78033,,,6.0339,,,-5.2774,,,46,,
2021Q03,"Q3 2021",324,"Guinea",21.90996,,,-12.8653,,,-0.3977,,,134,,
2021Q03,"Q3 2021",624,"Guinea-Bissau",13.38814,,,-23.1812,,,37.1997,,,159,,
2021Q03,"Q3 2021",328,"Guyana",38.9766,,,5.9479,,,9.991,,,99,,
2021Q03,"Q3 2021",332,"Haiti",37.47433,,,-3.1636,,,3.9804,,,103,,
2021Q03,"Q3 2021",340,"Honduras",52.96612,,,5.9384,,,-1.328,,,83,,
2021Q03,"Q3 2021",352,"Iceland",23.68548,,,1.0401,,,0,,,131,,
2021Q03,"Q3 2021",356,"India",271.62625,,,7.5077,,,0.6399,,,16,,
2021Q03,"Q3 2021",360,"Indonesia",195.41329,,,-1.5723,,,-1.6281,,,25,,
2021Q03,"Q3 2021",364,"Iran (Islamic Republic of)",56.67465,,,-13.8915,,,0,,,79,,
2021Q03,"Q3 2021",368,"Iraq",71.50175,,,-5.4787,,,-6.0267,,,63,,
2021Q03,"Q3 2021",372,"Ireland",55.2304,,,-23.4824,,,-1.084,,,82,,
2021Q03,"Q3 2021",376,"Israel",117.545,,,-0.4504,,,-2.6803,,,42,,
2021Q03,"Q3 2021",380,"Italy",275.36288,,,-3.0806,,,3.9105,,,15,,
2021Q03,"Q3 2021",388,"Jamaica",111.5456,,,6.4682,,,-2.1818,,,44,,
2021Q03,"Q3 2021",392,"Japan",391.85304,,,-5.4022,,,-0.412,,,7,,
2021Q03,"Q3 2021",400,"Jordan",69.94986,,,-1.4986,,,-1.3831,,,65,,
2021Q03,"Q3 2021",404,"Kenya",60.52155,,,2.5059,,,1.1831,,,76,,
2021Q03,"Q3 2021",296,"Kiribati",15.12024,,,-7.9167,,,0,,,151,,
2021Q03,"Q3 2021",414,"Kuwait",32.12043,,,-13.3708,,,-7.5014,,,109,,
2021Q03,"Q3 2021",428,"Latvia",30.09744,,,-11.2233,,,6.3197,,,111,,
2021Q03,"Q3 2021",422,"Lebanon",92.7666,,,10.3299,,,4.2026,,,54,,
2021Q03,"Q3 2021",430,"Liberia",16.13341,,,-24.709,,,-8.8854,,,149,,
2021Q03,"Q3 2021",434,"Libya",48.21855,,,-12.4388,,,-2.3969,,,87,,
2021Q03,"Q3 2021",440,"Lithuania",58.29037,,,23.2854,,,36.2072,,,78,,
2021Q03,"Q3 2021",450,"Madagascar",24.06668,,,-13.7476,,,-8.1741,,,130,,
2021Q03,"Q3 2021",458,"Malaysia",466.82597,,,0.7232,,,-2.6325,,,5,,
2021Q03,"Q3 2021",462,"Maldives",20.4003,,,2.645,,,3.9021,,,139,,
2021Q03,"Q3 2021",470,"Malta",126.71596,,,12.7816,,,6.5202,,,38,,
2021Q03,"Q3 2021",584,"Marshall Islands",23.23589,,,-6.8867,,,0,,,132,,
2021Q03,"Q3 2021",474,"Martinique",44.65904,,,0.2298,,,-1.5109,,,94,,
2021Q03,"Q3 2021",478,"Mauritania",26.95274,,,22.9768,,,0.4074,,,117,,
2021Q03,"Q3 2021",480,"Mauritius",73.25725,,,8.6173,,,-2.0118,,,62,,
2021Q03,"Q3 2021",175,"Mayotte",14.43254,,,-12.4501,,,-11.3742,,,155,,
2021Q03,"Q3 2021",484,"Mexico",174.3862,,,0.3413,,,2.2989,,,30,,
2021Q03,"Q3 2021",583,"Micronesia (Federated States of)",14.97334,,,0,,,0,,,154,,
2021Q03,"Q3 2021",499,"Montenegro",15.07898,,,-2.7569,,,0.4768,,,152,,
2021Q03,"Q3 2021",500,"Montserrat",13.99378,,,0,,,0,,,156,,
2021Q03,"Q3 2021",504,"Morocco",218.60125,,,6.1683,,,0.2665,,,23,,
2021Q03,"Q3 2021",508,"Mozambique",48.48648,,,2.8941,,,-2.5457,,,86,,
2021Q03,"Q3 2021",104,"Myanmar",26.23439,,,-29.1566,,,-13.5224,,,120,,
2021Q03,"Q3 2021",516,"Namibia",47.87479,,,38.5593,,,33.5841,,,88,,
2021Q03,"Q3 2021",528,"Netherlands (Kingdom of the)",390.87378,,,2.4221,,,-1.979,,,8,,
2021Q03,"Q3 2021",530,"Netherlands Antilles",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q03,"Q3 2021",540,"New Caledonia",41.33836,,,-2.3727,,,-0.1754,,,96,,
2021Q03,"Q3 2021",554,"New Zealand",97.43678,,,7.1007,,,1.1305,,,51,,
2021Q03,"Q3 2021",558,"Nicaragua",24.94785,,,3.2683,,,-17.9685,,,124,,
2021Q03,"Q3 2021",566,"Nigeria",78.63222,,,-15.6477,,,0.1425,,,60,,
2021Q03,"Q3 2021",570,"Niue",5.76222,,,,,"No value reported or collected",0,,,174,,
2021Q03,"Q3 2021",574,"Norfolk Island",2.50278,,,0,,,0,,,178,,
2021Q03,"Q3 2021",580,"Northern Mariana Islands",15.70937,,,0.9983,,,0.9983,,,150,,
2021Q03,"Q3 2021",578,"Norway",66.6522,,,1.3963,,,0.9318,,,69,,
2021Q03,"Q3 2021",512,"Oman",148.23654,,,-4.122,,,2.6506,,,34,,
2021Q03,"Q3 2021",586,"Pakistan",128.17001,,,5.91,,,-1.7595,,,37,,
2021Q03,"Q3 2021",585,"Palau",7.55837,,,0,,,0,,,171,,
2021Q03,"Q3 2021",591,"Panama",193.44627,,,-2.1716,,,0.5325,,,26,,
2021Q03,"Q3 2021",598,"Papua New Guinea",45.30659,,,2.2244,,,-1.7991,,,93,,
2021Q03,"Q3 2021",600,"Paraguay",8.75532,,,0,,,0,,,168,,
2021Q03,"Q3 2021",604,"Peru",119.20435,,,4.1126,,,4.2462,,,41,,
2021Q03,"Q3 2021",608,"Philippines",154.28375,,,-0.7361,,,2.7272,,,33,,
2021Q03,"Q3 2021",616,"Poland",121.30974,,,-3.8816,,,-2.4223,,,39,,
2021Q03,"Q3 2021",620,"Portugal",158.34583,,,2.3828,,,-1.2468,,,31,,
2021Q03,"Q3 2021",630,"Puerto Rico",49.19624,,,7.3586,,,-0.0051,,,85,,
2021Q03,"Q3 2021",634,"Qatar",98.26118,,,13.4596,,,-4.0088,,,48,,
2021Q03,"Q3 2021",410,"Republic of Korea",561.54268,,,2.1716,,,0.2294,,,3,,
2021Q03,"Q3 2021",638,"Reunion",45.40683,,,-1.7867,,,-3.8653,,,92,,
2021Q03,"Q3 2021",642,"Romania",60.07386,,,2.6274,,,-2.1394,,,77,,
2021Q03,"Q3 2021",643,"Russian Federation",179.69958,,,11.6901,,,3.053,,,28,,
2021Q03,"Q3 2021",659,"Saint Kitts and Nevis",17.62494,,,-19.6815,,,0,,,144,,
2021Q03,"Q3 2021",662,"Saint Lucia",21.10233,,,0.0601,,,0.0125,,,137,,
2021Q03,"Q3 2021",670,"Saint Vincent and the Grenadines",25.15762,,,0.0504,,,0.0104,,,123,,
2021Q03,"Q3 2021",882,"Samoa",32.49021,,,6.6549,,,-0.2287,,,107,,
2021Q03,"Q3 2021",678,"Sao Tome and Principe",11.55833,,,-9.4804,,,-0.3444,,,165,,
2021Q03,"Q3 2021",682,"Saudi Arabia",231.82865,,,2.4636,,,1.0684,,,21,,
2021Q03,"Q3 2021",686,"Senegal",56.03749,,,-4.4481,,,7.6553,,,81,,
2021Q03,"Q3 2021",891,"Serbia and Montenegro",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q03,"Q3 2021",690,"Seychelles",24.54894,,,-7.5505,,,-7.2594,,,128,,
2021Q03,"Q3 2021",694,"Sierra Leone",12.3935,,,-59.2987,,,-30.0068,,,161,,
2021Q03,"Q3 2021",702,"Singapore",577.6585,,,1.3353,,,-0.8335,,,2,,
2021Q03,"Q3 2021",534,"Sint Maarten (Dutch part)",40.24981,,,6.4747,,,0.0298,,,97,,
2021Q03,"Q3 2021",705,"Slovenia",69.33094,,,-0.5039,,,2.7664,,,68,,
2021Q03,"Q3 2021",090,"Solomon Islands",30.50116,,,7.2583,,,0,,,110,,
2021Q03,"Q3 2021",706,"Somalia",29.87508,,,-5.9316,,,-3.9267,,,112,,
2021Q03,"Q3 2021",710,"South Africa",112.36678,,,-4.1887,,,-1.7439,,,43,,
2021Q03,"Q3 2021",724,"Spain",387.07008,,,5.9053,,,-2.227,,,9,,
2021Q03,"Q3 2021",144,"Sri Lanka",242.17841,,,1.1758,,,-1.1541,,,20,,
2021Q03,"Q3 2021",729,"Sudan",21.02486,,,-15.7133,,,9.3199,,,138,,
2021Q03,"Q3 2021",736,"Sudan (...2011)",,,"Not applicable",,,"Not applicable",,,"Not applicable",,,"Not applicable"
2021Q03,"Q3 2021",740,"Suriname",38.97987,,,-3.3476,,,0.0154,,,98,,
2021Q03,"Q3 2021",752,"Sweden",108.95089,,,-1.4073,,,1.1584,,,45,,
2021Q03,"Q3 2021",760,"Syrian Arab Republic",27.16469,,,-9.4568,,,2.0555,,,115,,
2021Q03,"Q3 2021",764,"Thailand",242.22275,,,5.1498,,,1.5069,,,19,,
2021Q03,"Q3 2021",626,"Timor-Leste",12.22299,,,8.4665,,,0,,,162,,
2021Q03,"Q3 2021",768,"Togo",89.97944,,,7.1978,,,1.1569,,,55,,
2021Q03,"Q3 2021",776,"Tonga",29.13271,,,30.7569,,,-0.255,,,113,,
2021Q03,"Q3 2021",780,"Trinidad and Tobago",62.06647,,,1.8204,,,-0.009,,,73,,
2021Q03,"Q3 2021",788,"Tunisia",26.11306,,,-13.764,,,-10.5391,,,121,,
2021Q03,"Q3 2021",792,"Turkiye",229.36962,,,0.6146,,,-0.5996,,,22,,
2021Q03,"Q3 2021",796,"Turks and Caicos Islands",4.12978,,,0,,,0,,,177,,
2021Q03,"Q3 2021",798,"Tuvalu",4.36876,,,-10.3422,,,0,,,175,,
2021Q03,"Q3 2021",804,"Ukraine",69.38493,,,-0.0665,,,-6.3851,,,67,,
2021Q03,"Q3 2021",784,"United Arab Emirates",267.38733,,,-5.6411,,,-1.7431,,,17,,
2021Q03,"Q3 2021",826,"United Kingdom",376.02151,,,-2.1157,,,-2.278,,,10,,
2021Q03,"Q3 2021",834,"United Republic of Tanzania",46.91214,,,-5.5147,,,-0.3351,,,90,,
2021Q03,"Q3 2021",840,"United States",522.70826,,,6.7574,,,4.0795,,,4,,
2021Q03,"Q3 2021",850,"United States Virgin Islands",26.97492,,,18.7859,,,0,,,116,,
2021Q03,"Q3 2021",858,"Uruguay",86.8543,,,1.0001,,,0.5956,,,58,,
2021Q03,"Q3 2021",548,"Vanuatu",24.18488,,,-1.7592,,,-0.3071,,,129,,
2021Q03,"Q3 2021",862,"Venezuela (Bolivarian Rep. of)",32.25296,,,-20.5471,,,-1.9545,,,108,,
2021Q03,"Q3 2021",704,"Viet Nam",349.68934,,,3.7828,,,-0.735,,,13,,
2021Q03,"Q3 2021",887,"Yemen",16.5619,,,-18.1734,,,-9.2141,,,147,,
2021Q04,"Q4 2021",008,"Albania",15.02108,,,4.7643,,,-0.0307,,,154,,
2021Q04,"Q4 2021",012,"Algeria",62.91161,,,-7.5642,,,-1.7436,,,70,,
2021Q04,"Q4 2021",016,"American Samoa",28.23184,,,-0.5275,,,-0.2899,,,114,,
2021Q04,"Q4 2021",024,"Angola",55.50846,,,-2.187,,,-1.114,,,81,,
2021Q04,"Q4 2021",028,"Antigua and Barbuda",19.12308,,,3.7849,,,3.6727,,,142,,
2021Q04,"Q4 2021",032,"Argentina",96.59501,,,-0.5135,,,-1.2701,,,50,,
2021Q04,"Q4 2021",533,"Aruba",22.40756,,,-28.8663,,,-15.5835,,,128,,
2021Q04,"Q4 2021",036,"Australia",145.8076,,,0.4787,,,0.4542,,,34,,
2021Q04,"Q4 2021",044,"Bahamas",81.32921,,,-2.6144,,,-12.431,,,58,,
2021Q04,"Q4 2021",048,"Bahrain",52.84387,,,11.923,,,15.0012,,,84,,
2021Q04,"Q4 2021",050,"Bangladesh",77.96811,,,6.8895,,,-2.313,,,59,,
2021Q04,"Q4 2021",052,"Barbados",30.06686,,,-14.6686,,,-8.3903,,,111,,
2021Q04,"Q4 2021",056,"Belgium",353.55562,,,-1.1077,,,-1.7004,,,12,,
2021Q04,"Q4 2021",084,"Belize",19.3461,,,-13.7354,,,-10.3391,,,139,,
2021Q04,"Q4 2021",204,"Benin",64.38413,,,9.267,,,-1.8752,,,69,,
2021Q04,"Q4 2021",060,"Bermuda",7.98463,,,0,,,0,,,168,,
2021Q04,"Q4 2021",535,"Bonaire, Sint Eustatius and Saba",9.77637,,,-0.2451,,,0,,,163,,
2021Q04,"Q4 2021",076,"Brazil",121.04925,,,-1.2419,,,0.9725,,,39,,
2021Q04,"Q4 2021",092,"British Virgin Islands",8.28277,,,-53.0054,,,-53.0054,,,167,,
2021Q04,"Q4 2021",096,"Brunei Darussalam",22.64738,,,11.0556,,,24.4725,,,127,,
2021Q04,"Q4 2021",100,"Bulgaria",21.69042,,,-0.5706,,,-0.2052,,,134,,
2021Q04,"Q4 2021",132,"Cabo Verde",11.62116,,,-0.1533,,,-0.1533,,,160,,
2021Q04,"Q4 2021",116,"Cambodia",32.22599,,,-22.8747,,,-16.0499,,,107,,
2021Q04,"Q4 2021",120,"Cameroon",60.63805,,,-8.0048,,,-7.9902,,,74,,
2021Q04,"Q4 2021",124,"Canada",162.16612,,,1.4164,,,4.4397,,,32,,
2021Q04,"Q4 2021",136,"Cayman Islands",8.45799,,,0,,,0,,,166,,
2021Q04,"Q4 2021",152,"Chile",85.13607,,,-6.6899,,,-8.5407,,,57,,
2021Q04,"Q4 2021",156,"China",1115.45761,,,8.2714,,,0.7861,,,1,,
2021Q04,"Q4 2021",344,"China, Hong Kong SAR",414.07808,,,-4.9906,,,-5.0752,,,6,,
2021Q04,"Q4 2021",158,"China, Taiwan Province of",349.10929,,,-0.9867,,,-1.7922,,,13,,
2021Q04,"Q4 2021",162,"Christmas Island",5.24456,,,20.7364,,,20.7364,,,173,,
2021Q04,"Q4 2021",170,"Colombia",174.47074,,,-3.7532,,,-2.6244,,,29,,
2021Q04,"Q4 2021",174,"Comoros",13.96244,,,-12.6078,,,-0.0819,,,157,,
2021Q04,"Q4 2021",178,"Congo",62.03084,,,-9.3175,,,-0.0213,,,71,,
2021Q04,"Q4 2021",184,"Cook Islands",9.32138,,,0,,,0,,,164,,
2021Q04,"Q4 2021",188,"Costa Rica",87.3376,,,-6.4237,,,-1.5564,,,56,,
2021Q04,"Q4 2021",384,"Cote d'Ivoire",66.67992,,,-6.3673,,,-3.9973,,,68,,
2021Q04,"Q4 2021",191,"Croatia",61.05681,,,0.1631,,,0.1955,,,73,,
2021Q04,"Q4 2021",192,"Cuba",24.66732,,,-3.4309,,,0.0018,,,119,,
2021Q04,"Q4 2021",531,"Curacao",22.40756,,,-28.8663,,,-15.5835,,,128,,
2021Q04,"Q4 2021",196,"Cyprus",51.1124,,,-3.1248,,,8.3981,,,86,,
